iShares Russell 2000 ETF
Fund Holdings as of,"Apr 23, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"276,700,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"RGR","STURM RUGER INC","Consumer Discretionary","Equity","13,588,988.25","0.02","13,588,988.25","321,025.00","42.33","United States","NYSE","USD","1.00","USD","-"
"ARVN","ARVINAS INC","Health Care","Equity","13,513,416.66","0.02","13,513,416.66","1,296,873.00","10.42","United States","NASDAQ","USD","1.00","USD","-"
"AMSF","AMERISAFE INC","Financials","Equity","13,470,861.74","0.02","13,470,861.74","433,286.00","31.09","United States","NASDAQ","USD","1.00","USD","-"
"EXPI","EXP WORLD HOLDINGS INC","Real Estate","Equity","13,427,449.65","0.02","13,427,449.65","2,114,559.00","6.35","United States","NASDAQ","USD","1.00","USD","-"
"WASH","WASHINGTON TRUST BANCORP INC","Financials","Equity","13,429,061.52","0.02","13,429,061.52","427,133.00","31.44","United States","NASDAQ","USD","1.00","USD","-"
"HOV","HOVNANIAN ENTERPRISES INC CLASS A","Consumer Discretionary","Equity","13,431,193.76","0.02","13,431,193.76","112,048.00","119.87","United States","NYSE","USD","1.00","USD","-"
"SANA","SANA BIOTECHNOLOGY INC","Health Care","Equity","13,390,691.92","0.02","13,390,691.92","3,892,643.00","3.44","United States","NASDAQ","USD","1.00","USD","-"
"METC","RAMACO RESOURCES INC CLASS A","Materials","Equity","13,390,729.02","0.02","13,390,729.02","957,849.00","13.98","United States","NASDAQ","USD","1.00","USD","-"
"AVO","MISSION PRODUCE INC","Consumer Staples","Equity","13,392,365.57","0.02","13,392,365.57","975,409.00","13.73","United States","NASDAQ","USD","1.00","USD","-"
"SATL","SATELLOGIC INC CLASS A","Industrials","Equity","13,380,444.63","0.02","13,380,444.63","1,964,823.00","6.81","United States","NASDAQ","USD","1.00","USD","-"
"HZO","MARINEMAX INC","Consumer Discretionary","Equity","13,312,205.46","0.02","13,312,205.46","449,433.00","29.62","United States","NYSE","USD","1.00","USD","-"
"RZLV","REZOLVE AI PLC","Information Technology","Equity","13,293,761.00","0.02","13,293,761.00","5,112,985.00","2.60","United Kingdom","NASDAQ","USD","1.00","USD","-"
"CARS","CARS.COM INC","Communication","Equity","13,110,021.54","0.02","13,110,021.54","1,216,143.00","10.78","United States","NYSE","USD","1.00","USD","-"
"ERII","ENERGY RECOVERY INC","Industrials","Equity","13,106,821.47","0.02","13,106,821.47","1,190,447.00","11.01","United States","NASDAQ","USD","1.00","USD","-"
"KFRC","KFORCE INC","Industrials","Equity","13,067,706.24","0.02","13,067,706.24","407,856.00","32.04","United States","NYSE","USD","1.00","USD","-"
"GSBC","GREAT SOUTHERN BANCORP INC","Financials","Equity","13,051,041.68","0.02","13,051,041.68","195,112.00","66.89","United States","NASDAQ","USD","1.00","USD","-"
"ASC","ARDMORE SHIPPING CORP","Energy","Equity","13,023,406.80","0.02","13,023,406.80","803,914.00","16.20","Bermuda","NYSE","USD","1.00","USD","-"
"BHB","BAR HARBOR BANKSHARES","Financials","Equity","13,016,543.04","0.02","13,016,543.04","378,608.00","34.38","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"SEMR","SEMRUSH HOLDINGS INC CLASS A","Information Technology","Equity","13,006,877.68","0.02","13,006,877.68","1,085,716.00","11.98","United States","NYSE","USD","1.00","USD","-"
"CBLL","CERIBELL INC","Health Care","Equity","12,995,304.66","0.02","12,995,304.66","617,061.00","21.06","United States","NASDAQ","USD","1.00","USD","-"
"NUTX","NUTEX HEALTH INC","Health Care","Equity","12,915,325.20","0.02","12,915,325.20","118,164.00","109.30","United States","NASDAQ","USD","1.00","USD","-"
"ZVRA","ZEVRA THERAPEUTICS INC","Health Care","Equity","12,916,161.93","0.02","12,916,161.93","1,277,563.00","10.11","United States","NASDAQ","USD","1.00","USD","-"
"SPFI","SOUTH PLAINS FINANCIAL INC","Financials","Equity","12,911,176.60","0.02","12,911,176.60","296,060.00","43.61","United States","NASDAQ","USD","1.00","USD","-"
"CXM","SPRINKLR INC CLASS A","Information Technology","Equity","12,878,823.76","0.02","12,878,823.76","2,660,914.00","4.84","United States","NYSE","USD","1.00","USD","-"
"PHAT","PHATHOM PHARMACEUTICALS INC","Health Care","Equity","12,879,203.20","0.02","12,879,203.20","1,059,145.00","12.16","United States","NASDAQ","USD","1.00","USD","-"
"CRMD","CORMEDIX INC","Health Care","Equity","12,824,296.79","0.02","12,824,296.79","1,749,563.00","7.33","United States","NASDAQ","USD","1.00","USD","-"
"FOR","FORESTAR GROUP INC","Real Estate","Equity","12,808,283.15","0.02","12,808,283.15","458,257.00","27.95","United States","NYSE","USD","1.00","USD","-"
"UTZ","UTZ BRANDS INC CLASS A","Consumer Staples","Equity","12,784,405.25","0.02","12,784,405.25","1,688,825.00","7.57","United States","NYSE","USD","1.00","USD","-"
"RIGL","RIGEL PHARMACEUTICALS INC","Health Care","Equity","12,749,998.08","0.02","12,749,998.08","415,039.00","30.72","United States","NASDAQ","USD","1.00","USD","-"
"MPLT","MAPLIGHT THERAPEUTICS INC","Health Care","Equity","12,742,058.31","0.02","12,742,058.31","437,721.00","29.11","United States","NASDAQ","USD","1.00","USD","-"
"PD","PAGERDUTY INC","Information Technology","Equity","12,731,192.32","0.02","12,731,192.32","2,066,752.00","6.16","United States","NYSE","USD","1.00","USD","-"
"AMBP","ARDAGH METAL PACKAGING SA","Materials","Equity","12,712,177.54","0.02","12,712,177.54","3,226,441.00","3.94","United States","NYSE","USD","1.00","USD","-"
"NRIM","NORTHRIM BANCORP INC","Financials","Equity","12,694,578.64","0.02","12,694,578.64","504,554.00","25.16","United States","NASDAQ","USD","1.00","USD","-"
"GDEN","GOLDEN ENTERTAINMENT INC","Consumer Discretionary","Equity","12,656,744.00","0.02","12,656,744.00","445,660.00","28.40","United States","NASDAQ","USD","1.00","USD","-"
"HELE","HELEN OF TROY LTD","Consumer Discretionary","Equity","12,641,107.26","0.02","12,641,107.26","530,693.00","23.82","United States","NASDAQ","USD","1.00","USD","-"
"CNNE","CANNAE HOLDINGS INC","Financials","Equity","12,620,431.21","0.02","12,620,431.21","965,603.00","13.07","United States","NYSE","USD","1.00","USD","-"
"CARE","CARTER BANKSHARES INC","Financials","Equity","12,603,114.46","0.02","12,603,114.46","528,211.00","23.86","United States","NASDAQ","USD","1.00","USD","-"
"EMBC","EMBECTA CORP","Health Care","Equity","12,583,317.90","0.02","12,583,317.90","1,375,226.00","9.15","United States","NASDAQ","USD","1.00","USD","-"
"BLMN","BLOOMIN BRANDS INC","Consumer Discretionary","Equity","12,586,229.64","0.02","12,586,229.64","1,969,676.00","6.39","United States","NASDAQ","USD","1.00","USD","-"
"REPX","RILEY EXPLORATION PERMIAN INC","Energy","Equity","12,531,873.20","0.02","12,531,873.20","346,280.00","36.19","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"ALX","ALEXANDERS REIT INC","Real Estate","Equity","12,526,897.60","0.02","12,526,897.60","50,912.00","246.05","United States","NYSE","USD","1.00","USD","-"
"TREE","LENDINGTREE INC","Financials","Equity","12,503,022.30","0.02","12,503,022.30","266,135.00","46.98","United States","NASDAQ","USD","1.00","USD","-"
"ABSI","ABSCI CORP","Health Care","Equity","12,493,288.28","0.02","12,493,288.28","3,146,924.00","3.97","United States","NASDAQ","USD","1.00","USD","-"
"HNRG","HALLADOR ENERGY","Utilities","Equity","12,475,170.02","0.02","12,475,170.02","782,633.00","15.94","United States","NASDAQ","USD","1.00","USD","-"
"WLFC","WILLIS LEASE FINANCE CORP","Industrials","Equity","12,466,090.00","0.02","12,466,090.00","65,611.00","190.00","United States","NASDAQ","USD","1.00","USD","-"
"PAR","PAR TECHNOLOGY CORP","Information Technology","Equity","12,449,465.60","0.02","12,449,465.60","927,680.00","13.42","United States","NYSE","USD","1.00","USD","-"
"TCMD","TACTILE SYSTEMS TECHNOLOGY INC","Health Care","Equity","12,450,331.20","0.02","12,450,331.20","509,216.00","24.45","United States","NASDAQ","USD","1.00","USD","-"
"CTOS","CUSTOM TRUCK ONE SOURCE INC","Industrials","Equity","12,426,524.28","0.02","12,426,524.28","1,418,553.00","8.76","United States","NYSE","USD","1.00","USD","-"
"PFIS","PEOPLES FINANCIAL SERVICES CORP","Financials","Equity","12,428,867.56","0.02","12,428,867.56","216,833.00","57.32","United States","NASDAQ","USD","1.00","USD","-"
"SEPN","SEPTERNA INC","Health Care","Equity","12,399,777.39","0.02","12,399,777.39","496,587.00","24.97","United States","NASDAQ","USD","1.00","USD","-"
"VTS","VITESSE ENERGY INC","Energy","Equity","12,377,350.68","0.02","12,377,350.68","666,524.00","18.57","United States","NYSE","USD","1.00","USD","-"
"UHT","UNIVERSAL HEALTH REALTY INCOME TRU","Real Estate","Equity","12,374,032.45","0.02","12,374,032.45","304,105.00","40.69","United States","NYSE","USD","1.00","USD","-"
"SXC","SUNCOKE ENERGY INC","Materials","Equity","12,363,927.94","0.02","12,363,927.94","1,940,962.00","6.37","United States","NYSE","USD","1.00","USD","-"
"ASAN","ASANA INC CLASS A","Information Technology","Equity","12,330,302.10","0.02","12,330,302.10","2,021,361.00","6.10","United States","NYSE","USD","1.00","USD","-"
"GLRE","GREENLIGHT CAPITAL LTD CLASS A","Financials","Equity","12,142,586.45","0.02","12,142,586.45","642,805.00","18.89","United States","NASDAQ","USD","1.00","USD","-"
"CPS","COOPER STANDARD HOLDINGS INC","Consumer Discretionary","Equity","12,147,756.75","0.02","12,147,756.75","395,049.00","30.75","United States","NYSE","USD","1.00","USD","-"
"MLR","MILLER INDUSTRIES INC","Industrials","Equity","12,131,490.63","0.02","12,131,490.63","254,489.00","47.67","United States","NYSE","USD","1.00","USD","-"
"INN","SUMMIT HOTEL PROPERTIES REIT INC","Real Estate","Equity","12,112,990.40","0.02","12,112,990.40","2,577,232.00","4.70","United States","NYSE","USD","1.00","USD","-"
"CWCO","CONSOLIDATED WATER LTD","Utilities","Equity","12,059,998.86","0.02","12,059,998.86","354,081.00","34.06","United States","NASDAQ","USD","1.00","USD","-"
"BTBT","BIT DIGITAL INC","Information Technology","Equity","12,056,278.48","0.02","12,056,278.48","7,630,556.00","1.58","United States","NASDAQ","USD","1.00","USD","-"
"PSTL","POSTAL REALTY TRUST INC CLASS A","Real Estate","Equity","12,049,978.50","0.02","12,049,978.50","554,022.00","21.75","United States","NYSE","USD","1.00","USD","-"
"MAMA","MAMAS CREATIONS INC","Consumer Staples","Equity","11,976,838.20","0.02","11,976,838.20","852,444.00","14.05","United States","NASDAQ","USD","1.00","USD","-"
"MATV","MATIV HOLDINGS INC","Materials","Equity","11,972,735.40","0.02","11,972,735.40","1,241,985.00","9.64","United States","NYSE","USD","1.00","USD","-"
"BIOA","BIOAGE LABS INC","Health Care","Equity","11,946,423.52","0.02","11,946,423.52","692,948.00","17.24","United States","NASDAQ","USD","1.00","USD","-"
"SIBN","SI BONE INC","Health Care","Equity","11,942,656.20","0.02","11,942,656.20","891,243.00","13.40","United States","NASDAQ","USD","1.00","USD","-"
"HTLD","HEARTLAND EXPRESS INC","Industrials","Equity","11,922,349.52","0.02","11,922,349.52","991,876.00","12.02","United States","NASDAQ","USD","1.00","USD","-"
"FFIC","FLUSHING FINANCIAL CORP","Financials","Equity","11,900,638.36","0.02","11,900,638.36","738,253.00","16.12","United States","NASDAQ","USD","1.00","USD","-"
"MNRO","MONRO INC","Consumer Discretionary","Equity","11,889,496.96","0.02","11,889,496.96","688,448.00","17.27","United States","NASDAQ","USD","1.00","USD","-"
"PHR","PHREESIA INC","Health Care","Equity","11,890,798.05","0.02","11,890,798.05","1,343,593.00","8.85","United States","NYSE","USD","1.00","USD","-"
"ETD","ETHAN ALLEN INTERIORS INC","Consumer Discretionary","Equity","11,883,130.32","0.02","11,883,130.32","528,609.00","22.48","United States","NYSE","USD","1.00","USD","-"
"DC","DAKOTA GOLD CORP","Materials","Equity","11,838,922.20","0.02","11,838,922.20","2,062,530.00","5.74","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"HIPO","HIPPO HOLDINGS INC","Financials","Equity","11,826,747.20","0.02","11,826,747.20","415,265.00","28.48","United States","NYSE","USD","1.00","USD","-"
"TCBX","THIRD COAST BANCSHARES INC","Financials","Equity","11,831,210.10","0.02","11,831,210.10","306,270.00","38.63","United States","NYSE","USD","1.00","USD","-"
"VREX","VAREX IMAGING CORP","Health Care","Equity","11,802,677.48","0.02","11,802,677.48","962,698.00","12.26","United States","NASDAQ","USD","1.00","USD","-"
"GTN","GRAY MEDIA INC","Communication","Equity","11,763,859.50","0.02","11,763,859.50","2,063,835.00","5.70","United States","NYSE","USD","1.00","USD","-"
"SPIR","SPIRE GLOBAL INC CLASS A","Industrials","Equity","11,764,148.16","0.02","11,764,148.16","670,704.00","17.54","United States","NYSE","USD","1.00","USD","-"
"GSM","FERROGLOBE PLC","Materials","Equity","11,729,198.95","0.02","11,729,198.95","2,746,885.00","4.27","United States","NASDAQ","USD","1.00","USD","-"
"MSFUT","CASH COLLATERAL MSFUT USD","Cash and/or Derivatives","Cash Collateral and Margins","11,725,000.00","0.02","11,725,000.00","11,725,000.00","100.00","United States","-","USD","1.00","USD","Feb 01, 2009"
"CTKB","CYTEK BIOSCIENCES INC","Health Care","Equity","11,720,878.80","0.02","11,720,878.80","2,751,380.00","4.26","United States","NASDAQ","USD","1.00","USD","-"
"NFBK","NORTHFIELD BANCORP INC","Financials","Equity","11,691,169.00","0.02","11,691,169.00","853,370.00","13.70","United States","NASDAQ","USD","1.00","USD","-"
"OPK","OPKO HEALTH INC","Health Care","Equity","11,686,464.18","0.02","11,686,464.18","9,579,069.00","1.22","United States","NASDAQ","USD","1.00","USD","-"
"ACNB","ACNB CORP","Financials","Equity","11,659,315.12","0.02","11,659,315.12","230,969.00","50.48","United States","NASDAQ","USD","1.00","USD","-"
"MLAB","MESA LABORATORIES INC","Health Care","Equity","11,660,558.40","0.02","11,660,558.40","120,336.00","96.90","United States","NASDAQ","USD","1.00","USD","-"
"BDN","BRANDYWINE REALTY TRUST REIT","Real Estate","Equity","11,650,098.99","0.02","11,650,098.99","3,976,143.00","2.93","United States","NYSE","USD","1.00","USD","-"
"HSTM","HEALTHSTREAM INC","Health Care","Equity","11,635,782.40","0.02","11,635,782.40","556,736.00","20.90","United States","NASDAQ","USD","1.00","USD","-"
"CWBC","COMMUNITY WEST BANCSHARES","Financials","Equity","11,580,806.95","0.02","11,580,806.95","483,541.00","23.95","United States","NASDAQ","USD","1.00","USD","-"
"FLOC","FLOWCO HOLDINGS INC CLASS A","Energy","Equity","11,547,603.78","0.02","11,547,603.78","489,098.00","23.61","United States","NYSE","USD","1.00","USD","-"
"SD","SANDRIDGE ENERGY INC","Energy","Equity","11,526,124.92","0.02","11,526,124.92","756,804.00","15.23","United States","NYSE","USD","1.00","USD","-"
"FWRD","FORWARD AIR CORP","Industrials","Equity","11,489,273.25","0.02","11,489,273.25","505,023.00","22.75","United States","NASDAQ","USD","1.00","USD","-"
"CVLG","COVENANT LOGISTICS GROUP INC CLASS","Industrials","Equity","11,475,892.65","0.02","11,475,892.65","367,935.00","31.19","United States","NYSE","USD","1.00","USD","-"
"ATEX","ANTERIX INC","Communication","Equity","11,464,861.20","0.02","11,464,861.20","259,386.00","44.20","United States","NASDAQ","USD","1.00","USD","-"
"HY","HYSTER YALE INC CLASS A","Industrials","Equity","11,437,393.33","0.02","11,437,393.33","288,023.00","39.71","United States","NYSE","USD","1.00","USD","-"
"IIIV","I3 VERTICALS INC CLASS A","Information Technology","Equity","11,416,188.00","0.02","11,416,188.00","536,475.00","21.28","United States","NASDAQ","USD","1.00","USD","-"
"SPRY","ARS PHARMACEUTICALS INC","Health Care","Equity","11,382,420.80","0.02","11,382,420.80","1,371,376.00","8.30","United States","NASDAQ","USD","1.00","USD","-"
"CYRX","CRYOPORT INC","Health Care","Equity","11,371,524.48","0.02","11,371,524.48","1,118,144.00","10.17","United States","NASDAQ","USD","1.00","USD","-"
"BETA","BETA TECHNOLOGIES INC CLASS A","Industrials","Equity","11,375,637.78","0.02","11,375,637.78","741,567.00","15.34","United States","NYSE","USD","1.00","USD","-"
"CCSI","CONSENSUS CLOUD SOLUTIONS INC","Information Technology","Equity","11,376,162.90","0.02","11,376,162.90","440,595.00","25.82","United States","NASDAQ","USD","1.00","USD","-"
"AHRT","AH REALTY INC","Real Estate","Equity","11,348,520.00","0.02","11,348,520.00","1,891,420.00","6.00","United States","NYSE","USD","1.00","USD","-"
"IHRT","IHEARTMEDIA INC CLASS A","Communication","Equity","11,285,022.20","0.01","11,285,022.20","2,814,220.00","4.01","United States","NASDAQ","USD","1.00","USD","-"
"CLBK","COLUMBIA FINANCIAL INC","Financials","Equity","11,279,398.20","0.01","11,279,398.20","622,140.00","18.13","United States","NASDAQ","USD","1.00","USD","-"
"MBUU","MALIBU BOATS CLASS A INC","Consumer Discretionary","Equity","11,254,976.64","0.01","11,254,976.64","427,296.00","26.34","United States","NASDAQ","USD","1.00","USD","-"
"CDNL","CARDINAL INFRASTRUCTURE GROUP INC","Industrials","Equity","11,244,388.08","0.01","11,244,388.08","231,652.00","48.54","United States","NASDAQ","USD","1.00","USD","-"
"BSRR","SIERRA BANCORP","Financials","Equity","11,181,737.22","0.01","11,181,737.22","310,087.00","36.06","United States","NASDAQ","USD","1.00","USD","-"
"SLDB","SOLID BIOSCIENCES INC","Health Care","Equity","11,178,139.62","0.01","11,178,139.62","1,359,871.00","8.22","United States","NASDAQ","USD","1.00","USD","-"
"EBF","ENNIS INC","Industrials","Equity","11,179,855.25","0.01","11,179,855.25","542,975.00","20.59","United States","NYSE","USD","1.00","USD","-"
"GIC","GLOBAL INDUSTRIAL","Industrials","Equity","11,157,747.52","0.01","11,157,747.52","330,502.00","33.76","United States","NYSE","USD","1.00","USD","-"
"CIVB","CIVISTA BANCSHARES INC","Financials","Equity","11,130,953.57","0.01","11,130,953.57","453,769.00","24.53","United States","NASDAQ","USD","1.00","USD","-"
"PRTA","PROTHENA PLC","Health Care","Equity","11,099,294.41","0.01","11,099,294.41","1,034,417.00","10.73","United States","NASDAQ","USD","1.00","USD","-"
"FBIZ","FIRST BUSINESS FINANCIAL SERVICES","Financials","Equity","11,066,422.85","0.01","11,066,422.85","193,165.00","57.29","United States","NASDAQ","USD","1.00","USD","-"
"OFIX","ORTHOFIX MEDICAL INC","Health Care","Equity","11,047,666.95","0.01","11,047,666.95","909,273.00","12.15","United States","NASDAQ","USD","1.00","USD","-"
"CAL","CALERES INC","Consumer Discretionary","Equity","11,036,230.80","0.01","11,036,230.80","804,390.00","13.72","United States","NYSE","USD","1.00","USD","-"
"CHCT","COMMUNITY HEALTHCARE TRUST INC","Real Estate","Equity","11,026,656.69","0.01","11,026,656.69","645,967.00","17.07","United States","NYSE","USD","1.00","USD","-"
"HIFS","HINGHAM INSTITUTION FOR SAVINGS","Financials","Equity","11,008,048.40","0.01","11,008,048.40","38,660.00","284.74","United States","NASDAQ","USD","1.00","USD","-"
"ORN","ORION GROUP INC","Industrials","Equity","11,008,673.24","0.01","11,008,673.24","879,287.00","12.52","United States","NYSE","USD","1.00","USD","-"
"FULC","FULCRUM THERAPEUTICS INC","Health Care","Equity","11,001,792.64","0.01","11,001,792.64","1,361,608.00","8.08","United States","NASDAQ","USD","1.00","USD","-"
"MSBI","MIDLAND STATES BANCORP INC","Financials","Equity","10,974,447.66","0.01","10,974,447.66","469,194.00","23.39","United States","NASDAQ","USD","1.00","USD","-"
"IIIN","INSTEEL INDUSTRIES INC","Industrials","Equity","10,907,440.48","0.01","10,907,440.48","424,084.00","25.72","United States","NYSE","USD","1.00","USD","-"
"CVGW","CALAVO GROWERS INC","Consumer Staples","Equity","10,908,310.78","0.01","10,908,310.78","389,861.00","27.98","United States","NASDAQ","USD","1.00","USD","-"
"ARKO","ARKO","Consumer Discretionary","Equity","10,880,951.16","0.01","10,880,951.16","1,663,754.00","6.54","United States","NASDAQ","USD","1.00","USD","-"
"FPI","FARMLAND PARTNERS INC","Real Estate","Equity","10,866,439.20","0.01","10,866,439.20","936,762.00","11.60","United States","NYSE","USD","1.00","USD","-"
"MTW","MANITOWOC INC","Industrials","Equity","10,839,702.80","0.01","10,839,702.80","811,355.00","13.36","United States","NYSE","USD","1.00","USD","-"
"OMDA","OMADA HEALTH INC","Health Care","Equity","10,761,880.86","0.01","10,761,880.86","756,813.00","14.22","United States","NASDAQ","USD","1.00","USD","-"
"BBW","BUILD A BEAR WORKSHOP INC","Consumer Discretionary","Equity","10,723,180.67","0.01","10,723,180.67","283,607.00","37.81","United States","NYSE","USD","1.00","USD","-"
"TITN","TITAN MACHINERY INC","Industrials","Equity","10,705,163.52","0.01","10,705,163.52","499,308.00","21.44","United States","NASDAQ","USD","1.00","USD","-"
"DFH","DREAM FINDERS HOMES INC CLASS A","Consumer Discretionary","Equity","10,689,970.95","0.01","10,689,970.95","694,605.00","15.39","United States","NYSE","USD","1.00","USD","-"
"XRN","CHIRON REAL ESTATE INC","Real Estate","Equity","10,669,718.73","0.01","10,669,718.73","303,721.00","35.13","United States","NYSE","USD","1.00","USD","-"
"ESPR","ESPERION THERAPEUTICS INC","Health Care","Equity","10,650,700.53","0.01","10,650,700.53","5,576,283.00","1.91","United States","NASDAQ","USD","1.00","USD","-"
"RRBI","RED RIVER BANCSHARES INC","Financials","Equity","10,574,266.00","0.01","10,574,266.00","112,600.00","93.91","United States","NASDAQ","USD","1.00","USD","-"
"CMCO","COLUMBUS MCKINNON CORP","Industrials","Equity","10,549,004.60","0.01","10,549,004.60","664,295.00","15.88","United States","NASDAQ","USD","1.00","USD","-"
"HPP","HUDSON PACIFIC PROPERTIES REIT INC","Real Estate","Equity","10,462,643.20","0.01","10,462,643.20","1,262,080.00","8.29","United States","NYSE","USD","1.00","USD","-"
"NATR","NATURES SUNSHINE PRODUCTS INC","Consumer Staples","Equity","10,451,011.12","0.01","10,451,011.12","389,092.00","26.86","United States","NASDAQ","USD","1.00","USD","-"
"SFST","SOUTHERN FIRST BANCSHARES INC","Financials","Equity","10,444,277.25","0.01","10,444,277.25","184,365.00","56.65","United States","NASDAQ","USD","1.00","USD","-"
"RPC","RIDGEPOST CAPITAL INC CLASS A","Financials","Equity","10,438,013.88","0.01","10,438,013.88","1,353,828.00","7.71","United States","NYSE","USD","1.00","USD","-"
"BVS","BIOVENTUS CLASS A INC","Health Care","Equity","10,429,685.78","0.01","10,429,685.78","1,074,118.00","9.71","United States","NASDAQ","USD","1.00","USD","-"
"TH","TARGET HOSPITALITY CORP","Consumer Discretionary","Equity","10,402,882.00","0.01","10,402,882.00","743,063.00","14.00","United States","NASDAQ","USD","1.00","USD","-"
"KRNY","KEARNY FINANCIAL CORP","Financials","Equity","10,395,423.85","0.01","10,395,423.85","1,291,357.00","8.05","United States","NASDAQ","USD","1.00","USD","-"
"UDMY","UDEMY INC","Consumer Discretionary","Equity","10,401,818.68","0.01","10,401,818.68","2,199,116.00","4.73","United States","NASDAQ","USD","1.00","USD","-"
"BWMN","BOWMAN CONSULTING GROUP LTD","Industrials","Equity","10,382,557.05","0.01","10,382,557.05","330,129.00","31.45","United States","NASDAQ","USD","1.00","USD","-"
"IMXI","INTERNATIONAL MONEY EXPRESS INC","Financials","Equity","10,373,324.16","0.01","10,373,324.16","653,232.00","15.88","United States","NASDAQ","USD","1.00","USD","-"
"OBT","ORANGE COUNTY BANCORP INC","Financials","Equity","10,309,725.36","0.01","10,309,725.36","289,274.00","35.64","United States","NASDAQ","USD","1.00","USD","-"
"BBNX","BETA BIONICS INC","Health Care","Equity","10,303,447.77","0.01","10,303,447.77","901,439.00","11.43","United States","NASDAQ","USD","1.00","USD","-"
"HBCP","HOME BANCORP INC","Financials","Equity","10,262,970.60","0.01","10,262,970.60","164,155.00","62.52","United States","NASDAQ","USD","1.00","USD","-"
"BXC","BLUELINX HOLDINGS INC","Industrials","Equity","10,258,231.23","0.01","10,258,231.23","178,373.00","57.51","United States","NYSE","USD","1.00","USD","-"
"MOV","MOVADO GROUP INC","Consumer Discretionary","Equity","10,224,264.30","0.01","10,224,264.30","360,390.00","28.37","United States","NYSE","USD","1.00","USD","-"
"MYGN","MYRIAD GENETICS INC","Health Care","Equity","10,218,487.84","0.01","10,218,487.84","2,133,296.00","4.79","United States","NASDAQ","USD","1.00","USD","-"
"OPTU","OPTIMUM COMMUNICATIONS INC CLASS A","Communication","Equity","10,176,305.32","0.01","10,176,305.32","6,093,596.00","1.67","United States","NYSE","USD","1.00","USD","-"
"JCAP","JEFFERSON CAPITAL INC","Financials","Equity","10,180,568.26","0.01","10,180,568.26","493,723.00","20.62","United States","NASDAQ","USD","1.00","USD","-"
"EVER","EVERQUOTE INC CLASS A","Communication","Equity","10,147,503.60","0.01","10,147,503.60","667,160.00","15.21","United States","NASDAQ","USD","1.00","USD","-"
"RDVT","RED VIOLET INC","Information Technology","Equity","10,135,406.19","0.01","10,135,406.19","266,091.00","38.09","United States","NASDAQ","USD","1.00","USD","-"
"SSTK","SHUTTERSTOCK INC","Communication","Equity","10,135,603.58","0.01","10,135,603.58","567,503.00","17.86","United States","NYSE","USD","1.00","USD","-"
"PACB","PACIFIC BIOSCIENCES OF CALIFORNIA","Health Care","Equity","10,124,372.65","0.01","10,124,372.65","6,448,645.00","1.57","United States","NASDAQ","USD","1.00","USD","-"
"AIOT","POWERFLEET INC","Information Technology","Equity","10,104,550.19","0.01","10,104,550.19","2,945,933.00","3.43","United States","NASDAQ","USD","1.00","USD","-"
"PTLO","PORTILLO S INC CLASS A","Consumer Discretionary","Equity","10,078,333.56","0.01","10,078,333.56","1,577,204.00","6.39","United States","NASDAQ","USD","1.00","USD","-"
"VITL","VITAL FARMS INC","Consumer Staples","Equity","10,051,671.65","0.01","10,051,671.65","789,605.00","12.73","United States","NASDAQ","USD","1.00","USD","-"
"AEBI","AEBI SCHMIDT HOLDING AG","Industrials","Equity","10,029,811.95","0.01","10,029,811.95","850,705.00","11.79","United States","NASDAQ","USD","1.00","USD","-"
"COFS","CHOICEONE FINANCIAL SERVICES INC","Financials","Equity","10,011,460.50","0.01","10,011,460.50","331,725.00","30.18","United States","NASDAQ","USD","1.00","USD","-"
"PLSE","PULSE BIOSCIENCES INC","Health Care","Equity","9,988,841.75","0.01","9,988,841.75","411,911.00","24.25","United States","NASDAQ","USD","1.00","USD","-"
"NPCE","NEUROPACE INC","Health Care","Equity","9,989,131.88","0.01","9,989,131.88","592,124.00","16.87","United States","NASDAQ","USD","1.00","USD","-"
"OSPN","ONESPAN INC","Information Technology","Equity","9,973,107.82","0.01","9,973,107.82","892,049.00","11.18","United States","NASDAQ","USD","1.00","USD","-"
"MCS","THE MARCUS CORP","Communication","Equity","9,970,195.84","0.01","9,970,195.84","535,744.00","18.61","United States","NYSE","USD","1.00","USD","-"
"ZBIO","ZENAS BIOPHARMA INC","Health Care","Equity","9,961,505.99","0.01","9,961,505.99","538,751.00","18.49","United States","NASDAQ","USD","1.00","USD","-"
"RR","RICHTECH ROBOTICS INC CLASS B","Industrials","Equity","9,928,632.32","0.01","9,928,632.32","3,878,372.00","2.56","United States","NASDAQ","USD","1.00","USD","-"
"NRDS","NERDWALLET INC CLASS A","Financials","Equity","9,930,389.28","0.01","9,930,389.28","949,368.00","10.46","United States","NASDAQ","USD","1.00","USD","-"
"MGTX","MEIRAGTX HOLDINGS PLC","Health Care","Equity","9,919,415.80","0.01","9,919,415.80","1,064,315.00","9.32","United States","NASDAQ","USD","1.00","USD","-"
