iShares Russell 2000 ETF
Fund Holdings as of,"Apr 23, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"276,700,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"FBK","FB FINANCIAL CORP","Financials","Equity","54,431,570.12","0.07","54,431,570.12","1,003,162.00","54.26","United States","NYSE","USD","1.00","USD","-"
"LMAT","LEMAITRE VASCULAR INC","Health Care","Equity","54,418,590.30","0.07","54,418,590.30","482,007.00","112.90","United States","NASDAQ","USD","1.00","USD","-"
"IMVT","IMMUNOVANT INC","Health Care","Equity","54,181,792.14","0.07","54,181,792.14","1,874,154.00","28.91","United States","NASDAQ","USD","1.00","USD","-"
"IMNM","IMMUNOME INC","Health Care","Equity","54,146,760.69","0.07","54,146,760.69","2,355,231.00","22.99","United States","NASDAQ","USD","1.00","USD","-"
"NBTB","NBT BANCORP INC","Financials","Equity","54,059,547.99","0.07","54,059,547.99","1,193,631.00","45.29","United States","NASDAQ","USD","1.00","USD","-"
"NTCT","NETSCOUT SYSTEMS INC","Information Technology","Equity","53,975,558.00","0.07","53,975,558.00","1,656,200.00","32.59","United States","NASDAQ","USD","1.00","USD","-"
"ICHR","ICHOR HOLDINGS LTD","Information Technology","Equity","53,874,790.48","0.07","53,874,790.48","787,528.00","68.41","United States","NASDAQ","USD","1.00","USD","-"
"LION","LIONSGATE STUDIOS CORP","Communication","Equity","53,780,607.72","0.07","53,780,607.72","4,742,558.00","11.34","United States","NYSE","USD","1.00","USD","-"
"ROG","ROGERS CORP","Information Technology","Equity","53,735,422.70","0.07","53,735,422.70","418,435.00","128.42","United States","NYSE","USD","1.00","USD","-"
"TENB","TENABLE HOLDINGS INC","Information Technology","Equity","53,605,278.28","0.07","53,605,278.28","2,751,811.00","19.48","United States","NASDAQ","USD","1.00","USD","-"
"DNOW","DNOW INC","Industrials","Equity","53,406,686.48","0.07","53,406,686.48","4,293,142.00","12.44","United States","NYSE","USD","1.00","USD","-"
"AMR","ALPHA METALLURGICAL RESOURCE INC","Materials","Equity","53,086,493.17","0.07","53,086,493.17","266,887.00","198.91","United States","NYSE","USD","1.00","USD","-"
"DFTX","DEFINIUM THERAPEUTICS INC","Health Care","Equity","52,891,681.58","0.07","52,891,681.58","2,273,933.00","23.26","United States","NASDAQ","USD","1.00","USD","-"
"PRDO","PERDOCEO EDUCATION CORP","Consumer Discretionary","Equity","52,744,792.64","0.07","52,744,792.64","1,573,532.00","33.52","United States","NASDAQ","USD","1.00","USD","-"
"ATRO","ASTRONICS CORP","Industrials","Equity","52,662,644.70","0.07","52,662,644.70","723,090.00","72.83","United States","NASDAQ","USD","1.00","USD","-"
"HLIO","HELIOS TECHNOLOGIES INC","Industrials","Equity","52,519,360.32","0.07","52,519,360.32","768,726.00","68.32","United States","NYSE","USD","1.00","USD","-"
"CSGS","CSG SYSTEMS INTERNATIONAL INC","Industrials","Equity","52,502,483.05","0.07","52,502,483.05","653,585.00","80.33","United States","NASDAQ","USD","1.00","USD","-"
"PLUS","EPLUS","Information Technology","Equity","52,476,660.26","0.07","52,476,660.26","618,391.00","84.86","United States","NASDAQ","USD","1.00","USD","-"
"CLMT","CALUMET INC","Energy","Equity","52,374,933.38","0.07","52,374,933.38","1,597,771.00","32.78","United States","NASDAQ","USD","1.00","USD","-"
"EXTR","EXTREME NETWORKS INC","Information Technology","Equity","52,274,251.90","0.07","52,274,251.90","3,093,151.00","16.90","United States","NASDAQ","USD","1.00","USD","-"
"COCO","THE VITA COCO COMPANY INC","Consumer Staples","Equity","52,248,778.60","0.07","52,248,778.60","1,101,830.00","47.42","United States","NASDAQ","USD","1.00","USD","-"
"BUSE","FIRST BUSEY CORP","Financials","Equity","52,065,602.16","0.07","52,065,602.16","1,963,258.00","26.52","United States","NASDAQ","USD","1.00","USD","-"
"MTX","MINERALS TECHNOLOGIES INC","Materials","Equity","51,877,372.05","0.07","51,877,372.05","727,083.00","71.35","United States","NYSE","USD","1.00","USD","-"
"GRBK","GREEN BRICK PARTNERS INC","Consumer Discretionary","Equity","51,698,578.40","0.07","51,698,578.40","719,635.00","71.84","United States","NYSE","USD","1.00","USD","-"
"WRBY","WARBY PARKER INC CLASS A","Consumer Discretionary","Equity","51,556,705.40","0.07","51,556,705.40","2,295,490.00","22.46","United States","NYSE","USD","1.00","USD","-"
"NWN","NORTHWEST NATURAL HOLDING COMPANY","Utilities","Equity","51,448,313.21","0.07","51,448,313.21","961,471.00","53.51","United States","NYSE","USD","1.00","USD","-"
"KNTK","KINETIK HOLDINGS INC CLASS A","Energy","Equity","51,419,925.24","0.07","51,419,925.24","1,068,577.00","48.12","United States","NYSE","USD","1.00","USD","-"
"BFH","BREAD FINANCIAL HOLDINGS INC","Financials","Equity","50,623,716.92","0.07","50,623,716.92","549,541.00","92.12","United States","NYSE","USD","1.00","USD","-"
"DXPE","DXP ENTERPRISES INC","Industrials","Equity","50,627,007.08","0.07","50,627,007.08","301,423.00","167.96","United States","NASDAQ","USD","1.00","USD","-"
"NSIT","INSIGHT ENTERPRISES INC","Information Technology","Equity","50,268,262.76","0.07","50,268,262.76","685,414.00","73.34","United States","NASDAQ","USD","1.00","USD","-"
"BATRK","ATLANTA BRAVES HOLDINGS INC SERIES","Communication","Equity","50,186,438.61","0.07","50,186,438.61","1,037,553.00","48.37","United States","NASDAQ","USD","1.00","USD","-"
"NHC","NATIONAL HEALTHCARE CORP","Health Care","Equity","50,135,850.12","0.07","50,135,850.12","293,914.00","170.58","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"RSI","RUSH STREET INTERACTIVE INC CLASS","Consumer Discretionary","Equity","49,473,146.80","0.07","49,473,146.80","2,121,490.00","23.32","United States","NYSE","USD","1.00","USD","-"
"EFSC","ENTERPRISE FINANCIAL SERVICES CORP","Financials","Equity","49,464,406.88","0.07","49,464,406.88","857,566.00","57.68","United States","NASDAQ","USD","1.00","USD","-"
"EOSE","EOS ENERGY ENTERPRISES INC CLASS A","Industrials","Equity","49,431,440.52","0.07","49,431,440.52","7,132,964.00","6.93","United States","NASDAQ","USD","1.00","USD","-"
"STC","STEWART INFO SERVICES CORP","Financials","Equity","49,268,468.46","0.07","49,268,468.46","694,509.00","70.94","United States","NYSE","USD","1.00","USD","-"
"RLAY","RELAY THERAPEUTICS INC","Health Care","Equity","49,222,991.49","0.07","49,222,991.49","3,261,961.00","15.09","United States","NASDAQ","USD","1.00","USD","-"
"AMSC","AMERICAN SUPERCONDUCTOR CORP","Industrials","Equity","49,138,674.00","0.06","49,138,674.00","1,064,760.00","46.15","United States","NASDAQ","USD","1.00","USD","-"
"DRH","DIAMONDROCK HOSPITALITY","Real Estate","Equity","48,992,403.72","0.06","48,992,403.72","4,831,598.00","10.14","United States","NASDAQ","USD","1.00","USD","-"
"OFG","OFG BANCORP","Financials","Equity","48,897,809.00","0.06","48,897,809.00","1,060,690.00","46.10","United States","NYSE","USD","1.00","USD","-"
"EWTX","EDGEWISE THERAPEUTICS INC","Health Care","Equity","48,760,086.06","0.06","48,760,086.06","1,561,322.00","31.23","United States","NASDAQ","USD","1.00","USD","-"
"RCUS","ARCUS BIOSCIENCES INC","Health Care","Equity","48,674,045.70","0.06","48,674,045.70","1,936,890.00","25.13","United States","NYSE","USD","1.00","USD","-"
"WT","WISDOMTREE INC","Financials","Equity","48,607,270.79","0.06","48,607,270.79","2,874,469.00","16.91","United States","NYSE","USD","1.00","USD","-"
"COHU","COHU INC","Information Technology","Equity","48,344,164.89","0.06","48,344,164.89","1,060,877.00","45.57","United States","NASDAQ","USD","1.00","USD","-"
"DBD","DIEBOLD NIXDORF INC","Information Technology","Equity","48,208,517.50","0.06","48,208,517.50","570,515.00","84.50","United States","NYSE","USD","1.00","USD","-"
"DGII","DIGI INTERNATIONAL INC","Information Technology","Equity","48,178,992.97","0.06","48,178,992.97","856,211.00","56.27","United States","NASDAQ","USD","1.00","USD","-"
"ALRM","ALARM.COM HOLDINGS INC","Information Technology","Equity","48,144,423.02","0.06","48,144,423.02","1,107,787.00","43.46","United States","NASDAQ","USD","1.00","USD","-"
"CWK","CUSHMAN AND WAKEFIELD LTD","Real Estate","Equity","48,062,538.72","0.06","48,062,538.72","3,365,724.00","14.28","United States","NYSE","USD","1.00","USD","-"
"HURN","HURON CONSULTING GROUP INC","Industrials","Equity","48,028,675.41","0.06","48,028,675.41","394,227.00","121.83","United States","NASDAQ","USD","1.00","USD","-"
"CXW","CORECIVIC REIT INC","Industrials","Equity","48,016,801.92","0.06","48,016,801.92","2,396,048.00","20.04","United States","NYSE","USD","1.00","USD","-"
"XMTR","XOMETRY INC CLASS A","Industrials","Equity","47,804,379.84","0.06","47,804,379.84","1,019,718.00","46.88","United States","NASDAQ","USD","1.00","USD","-"
"ADPT","ADAPTIVE BIOTECHNOLOGIES CORP","Health Care","Equity","47,789,283.60","0.06","47,789,283.60","3,457,980.00","13.82","United States","NASDAQ","USD","1.00","USD","-"
"CASH","PATHWARD FINANCIAL INC","Financials","Equity","47,432,387.70","0.06","47,432,387.70","541,095.00","87.66","United States","NASDAQ","USD","1.00","USD","-"
"HTO","H2O AMERICA","Utilities","Equity","47,334,569.43","0.06","47,334,569.43","772,053.00","61.31","United States","NASDAQ","USD","1.00","USD","-"
"NEOG","NEOGEN CORP","Health Care","Equity","47,276,956.65","0.06","47,276,956.65","5,056,359.00","9.35","United States","NASDAQ","USD","1.00","USD","-"
"SPSC","SPS COMMERCE INC","Information Technology","Equity","47,043,382.88","0.06","47,043,382.88","882,284.00","53.32","United States","NASDAQ","USD","1.00","USD","-"
"SMR","NUSCALE POWER CORP CLASS A","Industrials","Equity","46,766,173.92","0.06","46,766,173.92","3,676,586.00","12.72","United States","NYSE","USD","1.00","USD","-"
"BLBD","BLUE BIRD CORP","Industrials","Equity","46,665,654.70","0.06","46,665,654.70","734,314.00","63.55","United States","NASDAQ","USD","1.00","USD","-"
"HMN","HORACE MANN EDUCATORS CORP","Financials","Equity","46,402,989.66","0.06","46,402,989.66","1,003,091.00","46.26","United States","NYSE","USD","1.00","USD","-"
"CALY","CALLAWAY GOLF COMPANY","Consumer Discretionary","Equity","46,305,008.70","0.06","46,305,008.70","3,058,455.00","15.14","United States","NYSE","USD","1.00","USD","-"
"LC","LENDINGCLUB CORP","Financials","Equity","46,295,805.76","0.06","46,295,805.76","2,672,968.00","17.32","United States","NYSE","USD","1.00","USD","-"
"ARR","ARMOUR RESIDENTIAL REIT INC","Financials","Equity","46,257,032.50","0.06","46,257,032.50","2,643,259.00","17.50","United States","NYSE","USD","1.00","USD","-"
"BCRX","BIOCRYST PHARMACEUTICALS INC","Health Care","Equity","45,987,389.52","0.06","45,987,389.52","5,249,702.00","8.76","United States","NASDAQ","USD","1.00","USD","-"
"VAC","MARRIOTT VACATIONS WORLDWIDE CORP","Consumer Discretionary","Equity","45,990,559.36","0.06","45,990,559.36","644,848.00","71.32","United States","NYSE","USD","1.00","USD","-"
"DCO","DUCOMMUN INC","Industrials","Equity","45,962,376.96","0.06","45,962,376.96","321,056.00","143.16","United States","NYSE","USD","1.00","USD","-"
"BRZE","BRAZE INC CLASS A","Information Technology","Equity","45,722,608.10","0.06","45,722,608.10","2,035,735.00","22.46","United States","NASDAQ","USD","1.00","USD","-"
"UNIT","UNITI GROUP INC","Communication","Equity","45,582,938.25","0.06","45,582,938.25","3,879,399.00","11.75","United States","NASDAQ","USD","1.00","USD","-"
"SPNT","SIRIUSPOINT LTD","Financials","Equity","45,505,993.89","0.06","45,505,993.89","1,947,197.00","23.37","United States","NYSE","USD","1.00","USD","-"
"WERN","WERNER ENTERPRISES INC","Industrials","Equity","45,495,690.60","0.06","45,495,690.60","1,341,660.00","33.91","United States","NASDAQ","USD","1.00","USD","-"
"PTON","PELOTON INTERACTIVE CLASS A INC","Consumer Discretionary","Equity","45,398,335.95","0.06","45,398,335.95","9,171,381.00","4.95","United States","NASDAQ","USD","1.00","USD","-"
"TALO","TALOS ENERGY INC","Energy","Equity","45,215,494.12","0.06","45,215,494.12","2,968,844.00","15.23","United States","NYSE","USD","1.00","USD","-"
"SGHC","SUPER GROUP LTD","Consumer Discretionary","Equity","45,191,548.50","0.06","45,191,548.50","3,689,106.00","12.25","United States","NYSE","USD","1.00","USD","-"
"NWBI","NORTHWEST BANCSHARES INC","Financials","Equity","45,049,302.76","0.06","45,049,302.76","3,356,878.00","13.42","United States","NASDAQ","USD","1.00","USD","-"
"MD","PEDIATRIX MEDICAL GROUP INC","Health Care","Equity","45,014,682.48","0.06","45,014,682.48","1,977,798.00","22.76","United States","NYSE","USD","1.00","USD","-"
"GT","GOODYEAR TIRE & RUBBER","Consumer Discretionary","Equity","44,999,952.60","0.06","44,999,952.60","6,382,972.00","7.05","United States","NASDAQ","USD","1.00","USD","-"
"EVTC","EVERTEC INC","Financials","Equity","44,782,024.30","0.06","44,782,024.30","1,524,235.00","29.38","United States","NYSE","USD","1.00","USD","-"
"FCF","FIRST COMMONWEALTH FINANCIAL CORP","Financials","Equity","44,758,206.84","0.06","44,758,206.84","2,375,701.00","18.84","United States","NYSE","USD","1.00","USD","-"
"AUPH","AURINIA PHARMACEUTICALS INC","Health Care","Equity","44,652,068.58","0.06","44,652,068.58","2,766,547.00","16.14","United States","NASDAQ","USD","1.00","USD","-"
"SPB","SPECTRUM BRANDS HOLDINGS INC","Consumer Staples","Equity","44,624,821.77","0.06","44,624,821.77","529,169.00","84.33","United States","NYSE","USD","1.00","USD","-"
"BULL","WEBULL CORP CLASS A","Financials","Equity","44,486,842.58","0.06","44,486,842.58","6,438,038.00","6.91","United States","NASDAQ","USD","1.00","USD","-"
"AMRX","AMNEAL PHARMACEUTICALS INC CLASS A","Health Care","Equity","44,202,730.55","0.06","44,202,730.55","3,494,287.00","12.65","United States","NASDAQ","USD","1.00","USD","-"
"ATEN","A10 NETWORKS INC","Information Technology","Equity","44,192,580.74","0.06","44,192,580.74","1,660,127.00","26.62","United States","NYSE","USD","1.00","USD","-"
"CECO","CECO ENVIRONMENTAL CORP","Industrials","Equity","44,195,868.00","0.06","44,195,868.00","682,035.00","64.80","United States","NASDAQ","USD","1.00","USD","-"
"KWR","QUAKER HOUGHTON CORP","Materials","Equity","43,992,381.93","0.06","43,992,381.93","317,887.00","138.39","United States","NYSE","USD","1.00","USD","-"
"GNL","GLOBAL NET LEASE INC","Real Estate","Equity","43,789,516.75","0.06","43,789,516.75","4,624,025.00","9.47","United States","NYSE","USD","1.00","USD","-"
"EYE","NATIONAL VISION HOLDINGS INC","Consumer Discretionary","Equity","43,593,986.10","0.06","43,593,986.10","1,805,134.00","24.15","United States","NASDAQ","USD","1.00","USD","-"
"CNS","COHEN & STEERS INC","Financials","Equity","43,533,731.12","0.06","43,533,731.12","647,438.00","67.24","United States","NYSE","USD","1.00","USD","-"
"IOSP","INNOSPEC INC","Materials","Equity","43,479,712.16","0.06","43,479,712.16","567,176.00","76.66","United States","NASDAQ","USD","1.00","USD","-"
"IRON","DISC MEDICINE INC","Health Care","Equity","43,265,552.96","0.06","43,265,552.96","633,278.00","68.32","United States","NASDAQ","USD","1.00","USD","-"
"EPAC","ENERPAC TOOL GROUP CORP CLASS A","Industrials","Equity","42,987,787.29","0.06","42,987,787.29","1,221,591.00","35.19","United States","NYSE","USD","1.00","USD","-"
"ECPG","ENCORE CAPITAL GROUP INC","Financials","Equity","42,831,625.40","0.06","42,831,625.40","509,294.00","84.10","United States","NASDAQ","USD","1.00","USD","-"
"PAGS","PAGSEGURO DIGITAL LTD CLASS A","Financials","Equity","42,766,380.43","0.06","42,766,380.43","4,196,897.00","10.19","Brazil","NYSE","USD","1.00","USD","-"
"SYBT","STOCK YARDS BANCORP INC","Financials","Equity","42,755,671.20","0.06","42,755,671.20","606,980.00","70.44","United States","NASDAQ","USD","1.00","USD","-"
"ZD","ZIFF DAVIS INC","Communication","Equity","42,627,764.41","0.06","42,627,764.41","907,553.00","46.97","United States","NASDAQ","USD","1.00","USD","-"
"GTY","GETTY REALTY REIT CORP","Real Estate","Equity","42,593,304.00","0.06","42,593,304.00","1,261,650.00","33.76","United States","NYSE","USD","1.00","USD","-"
"QUBT","QUANTUM COMPUTING INC","Information Technology","Equity","42,253,698.85","0.06","42,253,698.85","4,668,917.00","9.05","United States","NASDAQ","USD","1.00","USD","-"
"NNI","NELNET INC CLASS A","Financials","Equity","42,101,418.00","0.06","42,101,418.00","298,380.00","141.10","United States","NYSE","USD","1.00","USD","-"
"AAMI","ACADIAN ASSET MANAGEMENT INC","Financials","Equity","41,990,056.26","0.06","41,990,056.26","627,279.00","66.94","United States","NYSE","USD","1.00","USD","-"
"SNDX","SYNDAX PHARMACEUTICALS INC","Health Care","Equity","41,724,669.00","0.06","41,724,669.00","1,986,889.00","21.00","United States","NASDAQ","USD","1.00","USD","-"
"OCUL","OCULAR THERAPEUTIX INC","Health Care","Equity","41,725,773.53","0.06","41,725,773.53","4,350,967.00","9.59","United States","NASDAQ","USD","1.00","USD","-"
"AXGN","AXOGEN INC","Health Care","Equity","41,705,491.02","0.06","41,705,491.02","1,114,822.00","37.41","United States","NASDAQ","USD","1.00","USD","-"
"SKWD","SKYWARD SPECIALTY INSURANCE GROUP","Financials","Equity","41,700,955.62","0.06","41,700,955.62","903,009.00","46.18","United States","NASDAQ","USD","1.00","USD","-"
"ALG","ALAMO GROUP INC","Industrials","Equity","41,668,429.55","0.06","41,668,429.55","238,993.00","174.35","United States","NYSE","USD","1.00","USD","-"
"MGNI","MAGNITE INC","Communication","Equity","41,304,731.51","0.05","41,304,731.51","3,296,467.00","12.53","United States","NASDAQ","USD","1.00","USD","-"
"GRAL","GRAIL INC","Health Care","Equity","41,199,267.15","0.05","41,199,267.15","813,411.00","50.65","United States","NASDAQ","USD","1.00","USD","-"
"BKE","BUCKLE INC","Consumer Discretionary","Equity","41,196,026.40","0.05","41,196,026.40","730,426.00","56.40","United States","NYSE","USD","1.00","USD","-"
"ALMS","ALUMIS INC","Health Care","Equity","41,089,774.16","0.05","41,089,774.16","1,580,984.00","25.99","United States","NASDAQ","USD","1.00","USD","-"
"SHO","SUNSTONE HOTEL INVESTORS REIT INC","Real Estate","Equity","41,083,153.56","0.05","41,083,153.56","4,297,401.00","9.56","United States","NYSE","USD","1.00","USD","-"
"TNK","TEEKAY TANKERS LTD CLASS A","Energy","Equity","41,068,150.20","0.05","41,068,150.20","556,479.00","73.80","Bermuda","NYSE","USD","1.00","USD","-"
"LTC","LTC PROPERTIES REIT INC","Real Estate","Equity","41,047,603.68","0.05","41,047,603.68","1,082,479.00","37.92","United States","NYSE","USD","1.00","USD","-"
